Time,V(vout),V(vout2)
0.0,0.0,9.257449e-17
0.0001,0.0,5.751214e-16
0.0001000000006677476,0.006677476,1.565844e-07
0.0001000000010357747,0.01035775,3.652364e-07
0.0001000000017718289,0.01771829,1.103005e-06
0.0001000000032439372,0.03243937,3.773012e-06
0.0001000000061881539,0.06188154,1.379635e-05
0.0001000000120765873,0.1207659,5.18498e-05
0.0001000000238534541,0.2385345,0.000194613
0.0001000000474071877,0.4740719,0.000614602
0.0001000000528925328,0.5289253,0.0007444223
0.000100000063863223,0.6386322,0.00106608
0.0001000000780586196,0.7805862,0.001549174
0.0001000001,1.0,0.002383986
0.0001000001065824141,1.0,0.002654674
0.0001000001153589663,1.0,0.002992863
0.0001000001329120706,1.0,0.003596472
0.0001000001680182793,1.0,0.004568757
0.0001000002382306966,1.0,0.005876282
0.0001000003786555312,1.0,0.007181579
0.0001000006595052004,1.0,0.00803552
0.0001000009877266833,1.0,0.00821261
0.0001000015461668802,1.0,0.008203441
0.0001000025437023297,1.0,0.008181897
0.0001000045387732285,1.0,0.008102406
0.0001000085289150261,1.0,0.007827036
0.0001000165091986214,1.0,0.006991887
0.0001000288343062537,1.0,0.005370389
0.0001000454424034178,1.0,0.003205308
0.0001000696127794518,1.0,0.0007946034
0.0001000894495551523,1.0,-0.0002802079
0.0001001101643030239,1.0,-0.0005757419
0.0001001325576100616,1.0,-0.000434209
0.0001001606382797631,1.0,-0.000130682
0.0001002047367750618,1.0,0.000138872
0.0001002636036914604,1.0,0.0002129198
0.0001003278420786007,1.0,0.0002356489
0.0001004434143134199,1.0,0.0003934348
0.0001006745587830583,1.0,0.0009132123
0.000101136847722335,1.0,0.002467965
0.000101625128972335,1.0,0.004831058
0.000102113410222335,1.0,0.0080099
0.000102601691472335,1.0,0.01200105
0.000103089972722335,1.0,0.01678734
0.000103578253972335,1.0,0.0223527
0.000104066535222335,1.0,0.02867939
0.000104554816472335,1.0,0.03575022
0.000105043097722335,1.0,0.04354693
0.000105531378972335,1.0,0.05205137
0.000106019660222335,1.0,0.06124478
0.000106507941472335,1.0,0.07110822
0.000106996222722335,1.0,0.08162247
0.000107484503972335,1.0,0.09276792
0.000107972785222335,1.0,0.1045249
0.000108461066472335,1.0,0.1168734
0.000108949347722335,1.0,0.1297932
0.000109437628972335,1.0,0.1432639
0.000109925910222335,1.0,0.1572651
0.000110414191472335,1.0,0.1717761
0.000110902472722335,1.0,0.1867761
0.000111879035222335,1.0,0.2181596
0.000112855597722335,1.0,0.2512479
0.0001138321602223351,1.0,0.2858728
0.0001152970039723351,1.0,0.3403233
0.0001167618477223351,1.0,0.3972877
0.0001177384102223351,1.0,0.4363849
0.0001187149727223351,1.0,0.4761888
0.0001192032539723351,1.0,0.4963058
0.0001196915352223351,1.0,0.5165397
0.0001201798164723351,1.0,0.5368711
0.0001206680977223351,1.0,0.5572807
0.0001211563789723351,1.0,0.5777496
0.0001216446602223351,1.0,0.5982589
0.000122132941472335,1.0,0.6187901
0.000122621222722335,1.0,0.6393251
0.000123109503972335,1.0,0.6598458
0.000123597785222335,1.0,0.6803348
0.000124086066472335,1.0,0.7007746
0.000124574347722335,1.0,0.7211482
0.000125062628972335,1.0,0.7414389
0.000125550910222335,1.0,0.7616305
0.000126039191472335,1.0,0.7817069
0.000126527472722335,1.0,0.8016524
0.000127015753972335,1.0,0.8214525
0.000127504035222335,1.0,0.8410919
0.0001284805977223351,1.0,0.8798292
0.0001289688789723351,1.0,0.8988996
0.0001294571602223351,1.0,0.9177531
0.0001299454414723351,1.0,0.936377
0.0001304337227223351,1.0,0.9547586
0.0001309220039723351,1.0,0.9728859
0.0001318985664723351,1.0,1.008331
0.0001328751289723351,1.0,1.042623
0.0001338516914723351,1.0,1.075681
0.0001353165352223351,1.0,1.122791
0.0001367813789723351,1.0,1.166732
0.0001377579414723351,1.0,1.194171
0.0001387345039723351,1.0,1.220069
0.0001392227852223351,1.0,1.232428
0.0001397110664723351,1.0,1.244386
0.0001401993477223351,1.0,1.255941
0.0001406876289723351,1.0,1.267089
0.0001411759102223351,1.0,1.277825
0.0001416641914723351,1.0,1.288149
0.0001426407539723351,1.0,1.307546
0.0001436173164723351,1.0,1.325266
0.0001445938789723351,1.0,1.341301
0.0001460587227223351,1.0,1.362192
0.0001475235664723351,1.0,1.379307
0.0001489884102223351,1.0,1.392691
0.0001504532539723351,1.0,1.402419
0.0001514298164723351,1.0,1.406919
0.0001524063789723351,1.0,1.409872
0.0001528946602223351,1.0,1.41078
0.0001533829414723351,1.0,1.411316
0.0001538712227223351,1.0,1.411485
0.0001543595039723351,1.0,1.411294
0.0001548477852223351,1.0,1.410747
0.0001553360664723351,1.0,1.409852
0.0001563126289723351,1.0,1.407041
0.0001572891914723351,1.0,1.402913
0.0001582657539723351,1.0,1.397526
0.0001597305977223351,1.0,1.387209
0.0001611954414723351,1.0,1.374397
0.0001626602852223351,1.0,1.359305
0.0001641251289723351,1.0,1.342157
0.0001655899727223351,1.0,1.323182
0.0001666362896866208,1.0,1.308428
0.0001676826066509065,1.0,1.293156
0.0001687289236151922,1.0,1.277368
0.0001697752405794779,1.0,1.261063
0.0001708215575437637,1.0,1.244241
0.0001718678745080494,1.0,1.226903
0.0001729141914723351,1.0,1.209047
0.0001738907539723351,1.0,1.192368
0.0001748673164723351,1.0,1.175555
0.0001753555977223351,1.0,1.167117
0.0001758438789723351,1.0,1.158668
0.0001763321602223351,1.0,1.150217
0.0001768204414723351,1.0,1.141769
0.0001773087227223351,1.0,1.133334
0.0001777970039723351,1.0,1.124917
0.0001782852852223351,1.0,1.116526
0.0001787735664723351,1.0,1.108168
0.0001792618477223351,1.0,1.099849
0.0001797501289723351,1.0,1.091576
0.0001802384102223351,1.0,1.083356
0.0001807266914723351,1.0,1.075194
0.0001812149727223351,1.0,1.067098
0.0001817032539723351,1.0,1.059073
0.0001821915352223351,1.0,1.051124
0.0001826798164723351,1.0,1.043258
0.0001831680977223351,1.0,1.035481
0.0001836563789723351,1.0,1.027797
0.0001841446602223351,1.0,1.020211
0.0001846329414723351,1.0,1.012729
0.0001856095039723351,1.0,0.9980953
0.0001865860664723351,1.0,0.9839324
0.0001875626289723351,1.0,0.9702743
0.0001890274727223351,1.0,0.9508008
0.0001904923164723351,1.0,0.9326256
0.0001914688789723351,1.0,0.9212695
0.0001924454414723351,1.0,0.9105456
0.0001929337227223351,1.0,0.9054261
0.0001934220039723351,1.0,0.9004707
0.0001939102852223351,1.0,0.8956813
0.0001943985664723351,1.0,0.8910592
0.0001948868477223351,1.0,0.8866059
0.0001953751289723351,1.0,0.8823224
0.0001963516914723351,1.0,0.8742691
0.0001973282539723351,1.0,0.8669056
0.0001983048164723351,1.0,0.8602352
0.0001997696602223351,1.0,0.8515311
0.0002012345039723351,1.0,0.8443819
0.0002026993477223351,1.0,0.8387694
0.0002041641914723351,1.0,0.8346642
0.0002051407539723351,1.0,0.8327457
0.0002061173164723351,1.0,0.8314658
0.0002066055977223351,1.0,0.8310603
0.0002070938789723351,1.0,0.8308085
0.0002075821602223351,1.0,0.830708
0.0002080704414723351,1.0,0.8307564
0.0002085587227223351,1.0,0.8309515
0.0002095352852223351,1.0,0.8317711
0.0002105118477223351,1.0,0.8331457
0.0002114884102223351,1.0,0.8350531
0.0002129532539723351,1.0,0.8388613
0.0002144180977223351,1.0,0.8437316
0.0002158829414723351,1.0,0.8495764
0.0002173477852223351,1.0,0.8563044
0.0002188126289723351,1.0,0.8638225
0.0002202774727223351,1.0,0.8720351
0.0002212540352223351,1.0,0.8779189
0.0002222305977223351,1.0,0.8839699
0.0002232071602223351,1.0,0.890188
0.0002241837227223351,1.0,0.8965733
0.0002251602852223351,1.0,0.9031257
0.0002261368477223351,1.0,0.9098453
0.0002271134102223351,1.0,0.9167321
0.0002280899727223351,1.0,0.9236209
0.0002285782539723351,1.0,0.9270839
0.0002290665352223351,1.0,0.930555
0.0002295548164723351,1.0,0.9340312
0.0002300430977223351,1.0,0.9375092
0.0002305313789723351,1.0,0.940986
0.0002310196602223351,1.0,0.9444587
0.0002315079414723351,1.0,0.9479243
0.0002319962227223351,1.0,0.9513797
0.0002324845039723351,1.0,0.9548222
0.0002329727852223351,1.0,0.9582492
0.0002334610664723351,1.0,0.9616576
0.0002344376289723351,1.0,0.9684087
0.0002354141914723351,1.0,0.9750549
0.0002363907539723351,1.0,0.9815764
0.0002368790352223351,1.0,0.9847847
0.0002373673164723351,1.0,0.9879549
0.0002378555977223351,1.0,0.991085
0.0002388321602223351,1.0,0.9972163
0.0002398087227223351,1.0,1.003163
0.0002407852852223351,1.0,1.00891
0.0002422501289723352,1.0,1.017127
0.0002437149727223352,1.0,1.024825
0.0002451798164723352,1.0,1.031969
0.0002461563789723352,1.0,1.036409
0.0002466446602223352,1.0,1.038529
0.0002471329414723352,1.0,1.040582
0.0002476212227223352,1.0,1.042567
0.0002481095039723352,1.0,1.044483
0.0002485977852223352,1.0,1.046329
0.0002495743477223352,1.0,1.049813
0.0002505509102223352,1.0,1.053014
0.0002515274727223352,1.0,1.055931
0.0002529923164723352,1.0,1.05977
0.0002544571602223352,1.0,1.062968
0.0002559220039723352,1.0,1.065529
0.0002573868477223352,1.0,1.067465
0.0002588516914723352,1.0,1.06879
0.0002598282539723352,1.0,1.069343
0.0002603165352223352,1.0,1.069523
0.0002608048164723352,1.0,1.069639
0.0002612930977223352,1.0,1.069693
0.0002617813789723352,1.0,1.069685
0.0002622696602223352,1.0,1.069617
0.0002632462227223352,1.0,1.069303
0.0002642227852223352,1.0,1.06876
0.0002651993477223352,1.0,1.067996
0.0002666641914723352,1.0,1.066459
0.0002681290352223352,1.0,1.064483
0.0002695938789723352,1.0,1.062103
0.0002710587227223352,1.0,1.059357
0.0002725235664723352,1.0,1.056284
0.0002735698834366209,1.0,1.053873
0.0002746162004009066,1.0,1.051366
0.0002756625173651923,1.0,1.048762
0.000276708834329478,1.0,1.046061
0.0002777551512937637,1.0,1.043263
0.0002788014682580495,1.0,1.040368
0.0002798477852223352,1.0,1.037377
0.0002813126289723352,1.0,1.033161
0.0002822891914723352,1.0,1.030317
0.0002827774727223352,1.0,1.028889
0.0002832657539723352,1.0,1.027458
0.0002837540352223352,1.0,1.026027
0.0002842423164723352,1.0,1.024596
0.0002847305977223352,1.0,1.023166
0.0002852188789723352,1.0,1.021739
0.0002857071602223352,1.0,1.020316
0.0002861954414723352,1.0,1.018898
0.0002866837227223352,1.0,1.017486
0.0002871720039723352,1.0,1.016081
0.0002881485664723352,1.0,1.013299
0.0002891251289723352,1.0,1.010559
0.0002901016914723352,1.0,1.007869
0.0002905899727223352,1.0,1.006546
0.0002910782539723352,1.0,1.005237
0.0002920548164723352,1.0,1.002671
0.0002930313789723352,1.0,1.000177
0.0002940079414723352,1.0,0.9977617
0.0002954727852223352,1.0,0.9942983
0.0002969376289723352,1.0,0.9910424
0.0002984024727223352,1.0,0.9880092
0.0002993790352223352,1.0,0.9861172
0.0002998673164723352,1.0,0.9852115
0.0003003555977223352,1.0,0.9843332
0.0003008438789723352,1.0,0.9834825
0.0003013321602223352,1.0,0.9826598
0.0003018204414723352,1.0,0.9818654
0.0003023087227223352,1.0,0.9810995
0.0003032852852223352,1.0,0.979654
0.0003042618477223352,1.0,0.9783245
0.0003052384102223352,1.0,0.9771121
0.0003067032539723352,1.0,0.9755138
0.0003081680977223352,1.0,0.9741797
0.0003096329414723352,1.0,0.9731076
0.0003110977852223352,1.0,0.9722933
0.0003125626289723352,1.0,0.9717309
0.0003135391914723352,1.0,0.9714923
0.0003140274727223352,1.0,0.971413
0.0003145157539723352,1.0,0.9713597
0.0003150040352223352,1.0,0.9713323
0.0003154923164723352,1.0,0.9713303
0.0003164688789723352,1.0,0.9714009
0.0003174454414723352,1.0,0.9715679
0.0003184220039723352,1.0,0.9718279
0.0003198868477223352,1.0,0.9723836
0.0003213516914723352,1.0,0.9731259
0.0003228165352223352,1.0,0.9740403
0.0003242813789723352,1.0,0.9751116
0.0003257462227223352,1.0,0.9763241
0.0003268622941509067,1.0,0.9773508
0.0003279783655794781,1.0,0.9784251
0.0003290944370080495,1.0,0.979547
0.0003302105084366209,1.0,0.9807165
0.0003313265798651924,1.0,0.9819335
0.0003324426512937638,1.0,0.9831981
0.0003335587227223352,1.0,0.9845104
0.0003350235664723352,1.0,0.986243
0.0003360001289723352,1.0,0.9874125
0.0003369766914723352,1.0,0.9885883
0.0003374649727223352,1.0,0.9891773
0.0003379532539723352,1.0,0.9897663
0.0003389298164723352,1.0,0.9909422
0.0003394180977223352,1.0,0.9915283
0.0003399063789723352,1.0,0.9921123
0.0003403946602223352,1.0,0.9926938
0.0003413712227223352,1.0,0.9938476
0.0003423477852223352,1.0,0.9949861
0.0003433243477223352,1.0,0.9961058
0.0003443009102223352,1.0,0.9972035
0.0003452774727223352,1.0,0.998276
0.0003467423164723352,1.0,0.9998313
0.0003482071602223352,1.0,1.001315
0.0003496720039723352,1.0,1.002718
0.0003511368477223352,1.0,1.004034
0.0003526016914723352,1.0,1.005257
0.0003535782539723352,1.0,1.006018
0.0003540665352223353,1.0,1.006381
0.0003545548164723353,1.0,1.006734
0.0003550430977223353,1.0,1.007075
0.0003555313789723353,1.0,1.007404
0.0003565079414723353,1.0,1.008027
0.0003574845039723353,1.0,1.008603
0.0003584610664723353,1.0,1.009131
0.0003599259102223353,1.0,1.009832
0.0003613907539723353,1.0,1.010424
0.0003628555977223353,1.0,1.010909
0.0003643204414723353,1.0,1.011286
0.0003657852852223353,1.0,1.011559
0.0003667618477223353,1.0,1.011683
0.0003677384102223353,1.0,1.011764
0.0003682266914723353,1.0,1.011788
0.0003687149727223353,1.0,1.011801
0.0003696915352223353,1.0,1.011797
0.0003706680977223353,1.0,1.011752
0.0003716446602223353,1.0,1.011667
0.0003731095039723353,1.0,1.011471
0.0003745743477223353,1.0,1.011195
0.0003760391914723353,1.0,1.010847
0.0003775040352223353,1.0,1.010431
0.0003789688789723353,1.0,1.009954
0.0003801547048651924,1.0,1.009519
0.0003813405307580496,1.0,1.009062
0.0003825263566509067,1.0,1.008581
0.0003837121825437638,1.0,1.008077
0.000384898008436621,1.0,1.007549
0.0003860838343294781,1.0,1.006999
0.0003872696602223353,1.0,1.006426
0.0003881764682580496,1.0,1.005983
0.0003890832762937638,1.0,1.005539
0.0003899900843294781,1.0,1.005093
0.0003908968923651924,1.0,1.004646
0.0003918037004009067,1.0,1.004198
0.000392710508436621,1.0,1.003748
0.0003936173164723353,1.0,1.003298
0.0003945938789723353,1.0,1.00282
0.0003955704414723353,1.0,1.002347
0.0003970352852223353,1.0,1.001652
0.0003985001289723353,1.0,1.000976
0.0003999649727223353,1.0,1.000325
0.0004014298164723353,1.0,0.9997022
0.0004023366245080496,1.0,0.9993308
0.0004032434325437638,1.0,0.9989738
0.0004041502405794781,1.0,0.9986313
0.0004050570486151924,1.0,0.9983032
0.0004059638566509067,1.0,0.9979896
0.000406870664686621,1.0,0.9976903
0.0004077774727223353,1.0,0.9974055
0.0004082657539723353,1.0,0.9972596
0.0004092423164723353,1.0,0.9969817
0.0004102188789723353,1.0,0.9967232
0.0004116837227223353,1.0,0.9963721
0.0004131485664723353,1.0,0.9960654
0.0004146134102223353,1.0,0.9958036
0.0004160782539723353,1.0,0.9955865
0.0004175430977223353,1.0,0.9954135
0.0004186591691509068,1.0,0.9953127
0.0004197752405794782,1.0,0.9952351
0.0004208913120080496,1.0,0.9951807
0.000422007383436621,1.0,0.9951495
0.0004231234548651925,1.0,0.9951414
0.0004242395262937639,1.0,0.9951565
0.0004253555977223353,1.0,0.9951949
0.0004268204414723353,1.0,0.9952734
0.0004282852852223353,1.0,0.9953845
0.0004297501289723353,1.0,0.995526
0.0004310754637937639,1.0,0.9956831
0.0004324007986151925,1.0,0.995856
0.000433726133436621,1.0,0.9960446
0.0004350514682580496,1.0,0.9962491
0.0004363768030794782,1.0,0.9964693
0.0004377021379009068,1.0,0.9967054
0.0004390274727223353,1.0,0.9969572
0.0004398645262937639,1.0,0.9971188
0.0004407015798651925,1.0,0.9972822
0.000441538633436621,1.0,0.9974473
0.0004423756870080496,1.0,0.9976142
0.0004432127405794782,1.0,0.9977827
0.0004440497941509068,1.0,0.9979531
0.0004448868477223353,1.0,0.9981251
0.0004453751289723353,1.0,0.9982249
0.0004468399727223353,1.0,0.9985236
0.0004483048164723353,1.0,0.9988195
0.0004497696602223353,1.0,0.9991106
0.0004509554861151925,1.0,0.9993433
0.0004521413120080496,1.0,0.9995683
0.0004533271379009068,1.0,0.9997858
0.0004545129637937639,1.0,0.9999956
0.000455698789686621,1.0,1.000198
0.0004568846155794782,1.0,1.000392
0.0004580704414723353,1.0,1.000579
0.0004592562673651925,1.0,1.000755
0.0004604420932580496,1.0,1.000919
0.0004616279191509068,1.0,1.001072
0.0004628137450437639,1.0,1.001214
0.000463999570936621,1.0,1.001344
0.0004651853968294782,1.0,1.001463
0.0004663712227223354,1.0,1.00157
0.0004678360664723354,1.0,1.001685
0.0004690218923651925,1.0,1.001764
0.0004702077182580497,1.0,1.001832
0.0004713935441509068,1.0,1.001888
0.0004725793700437639,1.0,1.001932
0.0004737651959366211,1.0,1.001965
0.0004749510218294782,1.0,1.001987
0.0004761368477223354,1.0,1.001997
0.0004778109548651925,1.0,1.00199
0.0004794850620080497,1.0,1.001967
0.0004811591691509068,1.0,1.001927
0.0004828332762937639,1.0,1.001872
0.0004845073834366211,1.0,1.0018
0.0004861814905794782,1.0,1.001712
0.0004878555977223354,1.0,1.001607
0.0004893204414723353,1.0,1.001507
0.0004907852852223351,1.0,1.001403
0.0004922501289723349,1.0,1.001295
0.0004937149727223348,1.0,1.001183
0.0004951798164723346,1.0,1.001066
0.0004966446602223345,1.0,1.000945
0.0004981095039723343,1.0,1.000819
0.0004995743477223341,1.0,1.000696
0.0005,1.0,1.00066
